Index,Date,Section,Observation Type,Pass/Fail,Scout,Notes
468,22/01/2025,B2S1A,diseases,pass,Precious,
469,22/01/2025,B2S1A,basin weeds,pass,Precious,
470,22/01/2025,B2S1A,inrows,pass,Precious,
471,22/01/2025,B2S1A,mowing,pass,Precious,
472,22/01/2025,B2S1A,inaccessibles,pass,Precious,
473,22/01/2025,B2S1A,dead plants,pass,Precious,
474,22/01/2025,B2S1A,soil moisture,pass,Precious,
475,22/01/2025,B2S1A,health status,pass,Precious,
476,22/01/2025,B2S1B,Insect pests,pass,Precious,
477,22/01/2025,B2S1B,diseases,pass,Precious,
478,22/01/2025,B2S1B,basin weeds,partial,Precious,weeds require action
479,22/01/2025,B2S1B,inrows,pass,Precious,
480,22/01/2025,B2S1B,mowing,pass,Precious,
481,22/01/2025,B2S1B,inaccessibles,partial,Precious,grass recovering up
482,22/01/2025,B2S1B,dead plants,pass,Precious,
483,22/01/2025,B2S1B,soil moisture,pass,Precious,
484,22/01/2025,B2S1B,health status,pass,Precious,
485,30/01/2025,B2S3,Insect pests,pass,Precious,
486,30/01/2025,B2S3,diseases,pass,Precious,
487,30/01/2025,B2S3,basin weeds,pass,Precious,
488,30/01/2025,B2S3,inrows,pass,Precious,
489,30/01/2025,B2S3,mowing,pass,Precious,
490,30/01/2025,B2S3,inaccessibles,partial,Precious,which needs action
491,30/01/2025,B2S3,dead plants,pass,Precious,
492,30/01/2025,B2S3,soil moisture,pass,Precious,
493,30/01/2025,B2S3,health status,pass,Precious,
494,30/01/2025,B2S4,Insect pests,pass,Precious,
495,30/01/2025,B2S4,diseases,pass,Precious,
496,30/01/2025,B2S4,basin weeds,pass,Precious,
497,30/01/2025,B2S4,inrows,pass,Precious,
498,30/01/2025,B2S4,mowing,pass,Precious,
499,30/01/2025,B2S4,inaccessibles,partial,Precious,inprogress
500,30/01/2025,B2S4,dead plants,pass,Precious,
501,30/01/2025,B2S4,soil moisture,pass,Precious,
502,30/01/2025,B2S4,health status,pass,Precious,
503,31/01/2025,B1S1,Insect pests,fail,Precious,4 nymphals of green veg bug and hetched green veg bug eggs
504,31/01/2025,B1S1,diseases,pass,Precious,2 developing nuts with husk rot
505,31/01/2025,B1S1,basin weeds,pass,Precious,weeds regrowth
506,31/01/2025,B1S1,inrows,pass,Precious,grass regrowth
507,31/01/2025,B1S1,mowing,pass,Precious,grass regrowth
508,31/01/2025,B1S1,inaccessibles,pass,Precious,
509,31/01/2025,B1S1,soil moisture,pass,Precious,due to past heavy rains
510,31/01/2025,B1S1,dead plants,pass,Precious,
511,31/01/2025,B1S1,contours,pass,Precious,was slashed
512,31/01/2025,B1S1,health status,pass,Precious,
513,31/01/2025,B1S2,Insect pests,fail,Precious,1 green veg bug nympal and hetched eggs on 1 nut
514,31/01/2025,B1S2,diseases,pass,Precious,
515,31/01/2025,B1S2,basin weeds,fail,Precious,weeds requires action
516,31/01/2025,B1S2,inrows,pass,Precious,grass regrowth
517,31/01/2025,B1S2,mowing,pass,Precious,grass regrowth
518,31/01/2025,B1S2,inaccessibles,pass,Precious,
519,31/01/2025,B1S2,soil moisture,partial,Precious,
520,31/01/2025,B1S2,dead plants,pass,Precious,
521,31/01/2025,B1S2,contours,pass,Precious,
522,31/01/2025,B1S2,health status,pass,Precious,
524,01/02/2025,B2S6,Insect pests,fail,Precious,felted coccid and 1 nut borer damage
525,01/02/2025,B2S6,diseases,pass,Precious,
526,01/02/2025,B2S6,basin weeds,pass,Precious,very clean due to handweeding
527,01/02/2025,B2S6,inrows,pass,Precious,
528,01/02/2025,B2S6,mowing,pass,Precious,the orchard is now smart
529,01/02/2025,B2S6,inaccessibles,pass,Precious,
530,01/02/2025,B2S6,soil moisture,partial,Precious,
531,01/02/2025,B2S6,dead plants,pass,Precious,
532,01/02/2025,B2S6,health status,pass,Precious,
533,02/03/2025,B2S7,Insect pests,pass,Precious,however unhatched green vegetabie bug eggs are found.A knockdown experiment is required.
534,02/03/2025,B2S7,diseases,pass,Precious,
535,02/03/2025,B2S7,basin weeds,pass,Precious,
536,02/03/2025,B2S7,inrows,pass,Precious,herbiciding was done.
537,02/03/2025,B2S7,mowing,pass,Precious,
538,02/03/2025,B2S7,inaccessibles,pass,Precious,
539,02/03/2025,B2S7,soil moisture,partial,Precious,
540,02/03/2025,B2S7,dead plants,pass,Precious,
541,02/03/2025,B2S7,health status,pass,Precious,
542,02/04/2025,B2S8,Insect pests,pass,Precious,
543,02/04/2025,B2S8,diseases,pass,Precious,
544,02/04/2025,B2S8,basin weeds,pass,Precious,
545,02/04/2025,B2S8,inrows,pass,Precious,
546,02/04/2025,B2S8,mowing,pass,Precious,
547,02/04/2025,B2S8,inaccessibles,pass,Precious,
548,02/04/2025,B2S8,soil moisture,partial,Precious,
549,02/04/2025,B2S8,dead plants,pass,Precious,[1]
550,02/04/2025,B2S8,health status,pass,Precious,
552,02/05/2025,B2S5,Insect pests,pass,Precious,
553,02/05/2025,B2S5,diseases,pass,Precious,
554,02/05/2025,B2S5,basin weeds,pass,Precious,
555,02/05/2025,B2S5,inrows,fail,Precious,
556,02/05/2025,B2S5,mowing,fail,Precious,
557,02/05/2025,B2S5,inaccessibles,fail,Precious,
558,02/05/2025,B2S5,soil moisture,fail,Precious,
559,02/05/2025,B2S5,dead plants,pass,Precious,
560,02/05/2025,B2S5,health status,pass,Precious,
561,02/05/2025,B2S7,Insect pests,fail,Precious,15 nymphals found on sheet [green veg bug ] and other pests
562,02/06/2025,B2S2,Insect pests,pass,Precious,
563,02/06/2025,B2S2,diseases,pass,Precious,
564,02/06/2025,B2S2,basin weeds,pass,Precious,
565,02/06/2025,B2S2,inrows,partial,Precious,inprogress
566,02/06/2025,B2S2,mowing,partial,Precious,inprogress
567,02/06/2025,B2S2,inaccessibles,partial,Precious,inprogress
568,02/06/2025,B2S2,soil moisture,fail,Precious,no moisture
569,02/06/2025,B2S2,dead plants,pass,Precious,
570,02/06/2025,B2S2,health status,pass,Precious,
571,02/06/2025,B2S1A,Insect pests,fail,Precious,4 nymphals of green veg bug and hetched green veg bug eggs
572,02/06/2025,B2S1A,basin weeds,fail,Precious,
573,02/06/2025,B2S1A,inrows,partial,Precious,
574,02/06/2025,B2S1A,mowing,pass,Precious,
575,02/06/2025,B2S1A,inaccessibles,partial,Precious,
576,02/06/2025,B2S1A,soil moisture,fail,Precious,
577,02/06/2025,B2S1A,dead plants,partial,Precious,1 plant died physically
578,02/06/2025,B2S1A,health status,pass,Precious,
579,02/06/2025,B2S1A,diseases,pass,Precious,
580,02/07/2025,B2S1B,Insect pests,fail,Precious,some green veg bug nymphals and nut borer damage
581,02/07/2025,B2S1B,diseases,pass,Precious,
582,02/07/2025,B2S1B,basin weeds,pass,Precious,
583,02/07/2025,B2S1B,inrows,fail,Precious,
584,02/07/2025,B2S1B,mowing,pass,Precious,
585,02/07/2025,B2S1B,inaccessibles,fail,Precious,
586,02/07/2025,B2S1B,soil moisture,fail,Precious,
587,02/07/2025,B2S1B,dead plants,pass,Precious,
588,02/07/2025,B2S1B,health status,pass,Precious,
589,14/02/2025,B2S7,Insect pests,fail,Precious,1 green veg bug nymphal found on a nut
590,14/02/2025,B2S7,diseases,pass,Precious,
591,14/02/2025,B2S7,basin weeds,pass,Precious,
592,14/02/2025,B2S7,inrows,pass,Precious,herbiciding was done
593,14/02/2025,B2S7,mowing,pass,Precious,
594,14/02/2025,B2S7,inaccessibles,pass,Precious,
595,14/02/2025,B2S7,soil moisture,pass,Precious,due to rains
596,14/02/2025,B2S7,dead plants,pass,Precious,
597,14/02/2025,B2S7,health status,pass,Precious,
598,14/02/2025,B1S1,Insect pests,fail,Precious,some green veg bug nymphs and a nut borer damage
599,14/02/2025,B1S1,diseases,pass,Precious,
600,14/02/2025,B1S1,basin weeds,partial,Precious,weeds regrowth
601,14/02/2025,B1S1,inrows,fail,Precious,to be slashed to avoid pests hosting
602,14/02/2025,B1S1,mowing,partial,Precious,inprogress
603,14/02/2025,B1S1,inaccessibles,pass,Precious,
604,14/02/2025,B1S1,soil moisture,pass,Precious,due to rains
605,14/02/2025,B1S1,dead plants,pass,Precious,
606,14/02/2025,B1S1,health status,pass,Precious,
607,14/02/2025,B1S1,contours,pass,Precious,
608,18/02/2025,B1S2,Insect pests,fail,Precious,some green veg bug nymphs and some eggs
609,18/02/2025,B1S2,diseases,pass,Precious,
610,18/02/2025,B1S2,basin weeds,partial,Precious,weeds regrowth in basins
611,18/02/2025,B1S2,inrows,fail,Precious,
612,18/02/2025,B1S2,mowing,fail,Precious,
613,18/02/2025,B1S2,inaccessibles,fail,Precious,
614,18/02/2025,B1S2,contours,pass,Precious,
615,18/02/2025,B1S2,soil moisture,pass,Precious,
616,18/02/2025,B1S2,dead plants,pass,Precious,
617,18/02/2025,B1S2,health status,pass,Precious,
618,19/02/2025,B2S6,Insect pests,fail,Precious,"some green veg bug nymphs and unhetched eggs ,also nut borer damages on 5 nuts"
619,19/02/2025,B2S6,diseases,pass,Precious,
620,19/02/2025,B2S6,basin weeds,fail,Precious,
621,19/02/2025,B2S6,inrows,partial,Precious,grass regrowth
622,19/02/2025,B2S6,mowing,pass,Precious,
623,19/02/2025,B2S6,inaccessibles,pass,Precious,
624,19/02/2025,B2S6,soil moisture,pass,Precious,
625,19/02/2025,B2S6,dead plants,pass,Precious,
626,19/02/2025,B2S6,health status,pass,Precious,
627,19/02/2025,B2S8,Insect pests,pass,Precious,
628,19/02/2025,B2S8,diseases,pass,Precious,
629,19/02/2025,B2S8,basin weeds,fail,Precious,
630,19/02/2025,B2S8,inrows,partial,Precious,which needs action
631,19/02/2025,B2S8,mowing,pass,Precious,
632,19/02/2025,B2S8,inaccessibles,pass,Precious,
633,19/02/2025,B2S8,soil moisture,pass,Precious,
634,19/02/2025,B2S8,dead plants,partial,Precious,
635,19/02/2025,B2S8,health status,pass,Precious,
636,24/02/2025,B2S1A,Insect pests,fail,Precious,some green veg bug nymphs found on tees
637,24/02/2025,B2S1A,diseases,pass,Precious,
638,24/02/2025,B2S1A,basin weeds,fail,Precious,
639,24/02/2025,B2S1A,inrows,partial,Precious,which need action
640,24/02/2025,B2S1A,mowing,pass,Precious,
641,24/02/2025,B2S1A,inaccessibles,fail,Precious,
642,24/02/2025,B2S1A,soil moisture,pass,Precious,
643,24/02/2025,B2S1A,dead plants,pass,Precious,[1] due to physical damages
644,24/02/2025,B2S1A,health status,pass,Precious,
645,24/02/2025,B2S1B,Insect pests,fail,Precious,some green veg bug nymphs
646,24/02/2025,B2S1B,diseases,pass,Precious,
647,24/02/2025,B2S1B,basin weeds,pass,Precious,
648,24/02/2025,B2S1B,inrows,partial,Precious,
649,24/02/2025,B2S1B,mowing,pass,Precious,
650,24/02/2025,B2S1B,inaccessibles,fail,Precious,
651,24/02/2025,B2S1B,soil moisture,pass,Precious,
652,24/02/2025,B2S1B,dead plants,pass,Precious,
653,24/02/2025,B2S1B,health status,pass,Precious,
654,24/02/2025,B2S3,Insect pests,pass,Precious,
655,24/02/2025,B2S3,diseases,pass,Precious,
656,24/02/2025,B2S3,basin weeds,pass,Precious,
657,24/02/2025,B2S3,inrows,pass,Precious,
658,24/02/2025,B2S3,mowing,partial,Precious,
659,24/02/2025,B2S3,inaccessibles,pass,Precious,
660,24/02/2025,B2S3,soil moisture,pass,Precious,
661,24/02/2025,B2S3,dead plants,pass,Precious,
662,24/02/2025,B2S3,health status,pass,Precious,
663,26/02/2025,B2S2,Insect pests,pass,Precious,
664,26/02/2025,B2S2,diseases,pass,Precious,
665,26/02/2025,B2S2,basin weeds,pass,Precious,
666,26/02/2025,B2S2,inrows,pass,Precious,
667,26/02/2025,B2S2,mowing,partial,Precious,incomplete field which need action
668,26/02/2025,B2S2,inaccessibles,pass,Precious,
669,26/02/2025,B2S2,soil moisture,pass,Precious,
670,26/02/2025,B2S2,dead plants,pass,Precious,
671,26/02/2025,B2S2,staking,pass,Precious,
672,26/02/2025,B2S2,pipes,partial,Precious,
673,26/02/2025,B2S2,drippers,pass,Precious,
674,26/02/2025,B2S2,pipes,pass,Precious,
675,26/02/2025,B2S2,health status,pass,Precious,
676,26/02/2025,B2S4,Insect pests,pass,Precious,
677,26/02/2025,B2S4,diseases,pass,Precious,
678,26/02/2025,B2S4,basin weeds,partial,Precious,weeds regrowth
679,26/02/2025,B2S4,inrows,pass,Precious,
680,26/02/2025,B2S4,mowing,pass,Precious,
681,26/02/2025,B2S4,inaccessibles,pass,Precious,
682,26/02/2025,B2S4,soil moisture,pass,Precious,
683,26/02/2025,B2S4,dead plants,pass,Precious,
684,26/02/2025,B2S4,staking,pass,Precious,
685,26/02/2025,B2S4,drippers,pass,Precious,
686,26/02/2025,B2S4,pipes,pass,Precious,
687,26/02/2025,B2S4,pipes,pass,Precious,
688,26/02/2025,B2S4,health status,pass,Precious,
689,26/02/2025,B2S5,Insect pests,pass,Precious,
690,26/02/2025,B2S5,diseases,pass,Precious,
691,26/02/2025,B2S5,basin weeds,partial,Precious,weeds regrowth in basins
692,26/02/2025,B2S5,inrows,partial,Precious,
693,26/02/2025,B2S5,mowing,partial,Precious,
694,26/02/2025,B2S5,inaccessibles,pass,Precious,
695,26/02/2025,B2S5,soil moisture,pass,Precious,
696,26/02/2025,B2S5,dead plants,partial,Precious,
697,26/02/2025,B2S5,staking,pass,Precious,
698,26/02/2025,B2S5,drippers,pass,Precious,
699,26/02/2025,B2S5,pipes,pass,Precious,
700,26/02/2025,B2S5,pipes,pass,Precious,
701,26/02/2025,B2S5,health status,pass,Precious,
702,03/03/2025,B1S1,basin formation,pass,Precious,
703,03/03/2025,B1S1,basin weeds,partial,Precious,weeds regrowth
704,03/03/2025,B1S1,mowing,pass,Precious,
705,03/03/2025,B1S1,soil moisture,pass,Precious,due to rains
706,03/03/2025,B1S1,pipes,pass,Precious,
707,03/03/2025,B1S1,drippers,pass,Precious,
708,03/03/2025,B1S1,staking,pass,Precious,i plant need support
709,03/03/2025,B1S1,leaf colour,pass,Precious,
710,03/03/2025,B1S1,plant growth,pass,Precious,
711,03/03/2025,B1S1,pests,fail,Precious,some green veg bugs
712,03/03/2025,B1S1,pipes,pass,Precious,
713,03/03/2025,B1S1,dead plants,pass,Precious,1
715,03/03/2025,B1S1,soil nutrients,pass,Precious,
716,03/03/2025,B1S1,pruning,pass,Precious,
717,03/03/2025,B1S1,inrows,pass,Precious,
718,03/03/2025,B1S1,diseases,pass,Precious,
719,03/03/2025,B1S1,health status,pass,Precious,
720,04/03/2025,B2S6,basin formation,pass,Precious,
721,04/03/2025,B2S6,basin weeds,partial,Precious,
722,04/03/2025,B2S6,mowing,fail,Precious,
723,04/03/2025,B2S6,soil moisture,pass,Precious,
724,04/03/2025,B2S6,drippers,partial,Precious,
725,04/03/2025,B2S6,staking,pass,Precious,
726,04/03/2025,B2S6,leaf colour,pass,Precious,
727,04/03/2025,B2S6,plant growth,pass,Precious,
728,04/03/2025,B2S6,pests,fail,Precious,some green veg bug nymphs and
729,04/03/2025,B2S6,pipes,pass,Precious,
730,04/03/2025,B2S6,dead plants,pass,Precious,
732,04/03/2025,B2S6,soil nutrients,pass,Precious,
733,04/03/2025,B2S6,pruning,pass,Precious,
734,04/03/2025,B2S6,inrows,fail,Precious,
735,04/03/2025,B2S6,diseases,pass,Precious,
736,04/03/2025,B2S6,health status,pass,Precious,
737,05/03/2025,B1S2,basin formation,pass,Precious,
738,05/03/2025,B1S2,basin weeds,pass,Precious,
739,05/03/2025,B1S2,mowing,pass,Precious,
740,05/03/2025,B1S2,soil moisture,pass,Precious,
741,05/03/2025,B1S2,drippers,pass,Precious,
742,05/03/2025,B1S2,staking,pass,Precious,1 plant need support
743,05/03/2025,B1S2,leaf colour,pass,Precious,
744,05/03/2025,B1S2,plant growth,pass,Precious,
745,05/03/2025,B1S2,pests,fail,Precious,some green veg bugs and nymphs
746,05/03/2025,B1S2,diseases,pass,Precious,
747,05/03/2025,B1S2,pipes,pass,Precious,
748,05/03/2025,B1S2,dead plants,pass,Precious,
749,05/03/2025,B1S2,pipes,pass,Precious,
750,05/03/2025,B1S2,soil nutrients,pass,Precious,
751,05/03/2025,B1S2,pruning,pass,Precious,
752,05/03/2025,B1S2,inrows,pass,Precious,
754,05/03/2025,B1S2,health status,pass,Precious,
755,05/03/2025,B2S3,basin formation,pass,Precious,
756,05/03/2025,B2S3,basin weeds,pass,Precious,
757,05/03/2025,B2S3,mowing,pass,Precious,
758,05/03/2025,B2S3,soil moisture,pass,Precious,
759,05/03/2025,B2S3,pipes,pass,Precious,
760,05/03/2025,B2S3,drippers,pass,Precious,
761,05/03/2025,B2S3,staking,pass,Precious,
762,05/03/2025,B2S3,leaf colour,partial,Precious,
763,05/03/2025,B2S3,plant growth,pass,Precious,
764,05/03/2025,B2S3,pests,pass,Precious,only green veg bug eggs found
765,05/03/2025,B2S3,pipes,partial,Precious,
766,05/03/2025,B2S3,dead plants,pass,Precious,
768,05/03/2025,B2S3,soil nutrients,pass,Precious,
769,05/03/2025,B2S3,pruning,pass,Precious,
770,05/03/2025,B2S3,inrows,pass,Precious,
771,05/03/2025,B2S3,health status,pass,Precious,
772,06/03/2025,B1S1,pests,fail,Precious,some green veg bug
773,06/03/2025,B2S7,Insect pests,fail,Precious,2 nymphs of green veg bug found
774,07/03/2025,B2S2,basin formation,pass,Precious,
775,07/03/2025,B2S2,basin weeds,fail,Precious,
776,07/03/2025,B2S2,mowing,partial,Precious,incomplete field which need action
777,07/03/2025,B2S2,soil moisture,pass,Precious,
778,07/03/2025,B2S2,pipes,pass,Precious,
779,07/03/2025,B2S2,drippers,pass,Precious,
780,07/03/2025,B2S2,staking,pass,Precious,
781,07/03/2025,B2S2,leaf colour,partial,Precious,
782,07/03/2025,B2S2,plant growth,pass,Precious,
783,07/03/2025,B2S2,pests,partial,Precious,2 variegated stink bug nymphs found
784,07/03/2025,B2S2,diseases,pass,Precious,
785,07/03/2025,B2S2,dead plants,pass,Precious,
786,07/03/2025,B2S2,pipes,partial,Precious,
788,07/03/2025,B2S2,pruning,pass,Precious,
789,07/03/2025,B2S2,soil nutrients,pass,Precious,
790,07/03/2025,B2S2,inrows,pass,Precious,
791,07/03/2025,B2S2,health status,pass,Precious,
792,07/03/2025,B2S4,basin formation,pass,Precious,
793,07/03/2025,B2S4,basin weeds,fail,Precious,
794,07/03/2025,B2S4,mowing,pass,Precious,
795,07/03/2025,B2S4,soil moisture,pass,Precious,
796,07/03/2025,B2S4,pipes,pass,Precious,
797,07/03/2025,B2S4,drippers,pass,Precious,
798,07/03/2025,B2S4,staking,pass,Precious,
799,07/03/2025,B2S4,leaf colour,partial,Precious,
800,07/03/2025,B2S4,plant growth,pass,Precious,
801,07/03/2025,B2S4,pests,pass,Precious,
802,07/03/2025,B2S4,diseases,pass,Precious,
803,07/03/2025,B2S4,dead plants,pass,Precious,
804,07/03/2025,B2S4,pipes,pass,Precious,
806,07/03/2025,B2S4,pruning,pass,Precious,
807,07/03/2025,B2S4,soil nutrients,pass,Precious,
808,07/03/2025,B2S4,inrows,pass,Precious,
809,07/03/2025,B2S4,health status,pass,Precious,
810,07/03/2025,B2S8,basin formation,partial,Precious,
811,07/03/2025,B2S8,basin weeds,fail,Precious,
812,07/03/2025,B2S8,mowing,partial,Precious,
813,07/03/2025,B2S8,soil moisture,pass,Precious,
814,07/03/2025,B2S8,pipes,pass,Precious,
815,07/03/2025,B2S8,pipes,partial,Precious,
816,07/03/2025,B2S8,plant growth,pass,Precious,
817,07/03/2025,B2S8,pests,pass,Precious,
818,07/03/2025,B2S8,diseases,pass,Precious,
819,07/03/2025,B2S8,dead plants,partial,Precious,
820,07/03/2025,B2S8,pruning,pass,Precious,
821,07/03/2025,B2S8,staking,pass,Precious,
822,07/03/2025,B2S8,drippers,pass,Precious,
823,07/03/2025,B2S8,leaf colour,partial,Precious,
824,07/03/2025,B2S8,inrows,partial,Precious,inprogress
826,07/03/2025,B2S8,health status,pass,Precious,
827,08/03/2025,B2S5,basin formation,pass,Precious,
828,08/03/2025,B2S5,basin weeds,fail,Precious,
829,08/03/2025,B2S5,mowing,pass,Precious,
830,08/03/2025,B2S5,soil moisture,pass,Precious,
831,08/03/2025,B2S5,pipes,pass,Precious,
832,08/03/2025,B2S5,drippers,pass,Precious,
833,08/03/2025,B2S5,staking,pass,Precious,
834,08/03/2025,B2S5,leaf colour,pass,Precious,
835,08/03/2025,B2S5,plant growth,pass,Precious,
836,08/03/2025,B2S5,pests,pass,Precious,
837,08/03/2025,B2S5,diseases,pass,Precious,
838,08/03/2025,B2S5,pipes,pass,Precious,
839,08/03/2025,B2S5,dead plants,partial,Precious,
841,08/03/2025,B2S5,soil nutrients,pass,Precious,
842,08/03/2025,B2S5,pruning,pass,Precious,
843,08/03/2025,B2S5,inrows,pass,Precious,
844,08/03/2025,B2S5,health status,pass,Precious,
845,12/03/2025,B2S5,Insect pests,pass,Precious,
847,12/03/2025,B2S1A,Insect pests,pass,Precious,
848,12/03/2025,B2S1B,Insect pests,pass,Precious,
849,17/03/2025,B1S1,basin formation,pass,Precious,
850,17/03/2025,B1S1,basin weeds,partial,Precious,
851,17/03/2025,B1S1,mowing,pass,Precious,
852,17/03/2025,B1S1,soil moisture,pass,Precious,
853,17/03/2025,B1S1,pipes,pass,Precious,
854,17/03/2025,B1S1,drippers,pass,Precious,
855,17/03/2025,B1S1,staking,pass,Precious,
856,17/03/2025,B1S1,leaf colour,pass,Precious,
857,17/03/2025,B1S1,plant growth,pass,Precious,
858,17/03/2025,B1S1,pests,fail,Precious,"some green veg bug adults ,nymphs and eggs found"
859,17/03/2025,B1S1,diseases,pass,Precious,
860,17/03/2025,B1S1,pipes,pass,Precious,
861,17/03/2025,B1S1,dead plants,pass,Precious,
863,17/03/2025,B1S1,soil nutrients,pass,Precious,
864,17/03/2025,B1S1,pruning,pass,Precious,
865,17/03/2025,B1S1,inrows,partial,Precious,grass regrowth
866,17/03/2025,B1S1,health status,pass,Precious,
868,18/03/2025,B2S8,insect pests,pass,Precious,
869,19/03/2025,B1S2,insect pests,fail,Precious,1 two spotted bug and some eggs found .however the population of
871,20/03/2025,B2S7,insect pests,partial,Precious,3 nymphs and some eggs of green veg bugs found
872,20/03/2025,B2S7,diseases,partial,Precious,3 plants with phytophthora root rot .
873,20/03/2025,B2S7,basin formation,pass,Precious,
874,20/03/2025,B2S7,basin weeds,partial,Precious,
875,20/03/2025,B2S7,mowing,partial,Precious,incomplete
876,20/03/2025,B2S7,soil moisture,pass,Precious,
877,20/03/2025,B2S7,pipes,pass,Precious,
878,20/03/2025,B2S7,drippers,pass,Precious,
879,20/03/2025,B2S7,staking,pass,Precious,
880,20/03/2025,B2S7,leaf colour,pass,Precious,
881,20/03/2025,B2S7,plant growth,pass,Precious,
882,20/03/2025,B2S7,pipes,pass,Precious,
883,20/03/2025,B2S7,dead plants,pass,Precious,
885,20/03/2025,B2S7,soil nutrients,pass,Precious,
886,20/03/2025,B2S7,pruning,pass,Precious,
887,20/03/2025,B2S7,inrows,fail,Precious,
888,20/03/2025,B2S7,health status,partial,Precious,due to phythophthora on 3 plants
889,20/03/2025,B2S6,insect pests,fail,Precious,"1 coconut bug,green vegetable bug nymphals and some eggs found"
890,20/03/2025,B2S6,diseases,pass,Precious,
891,20/03/2025,B2S6,basin formation,pass,Precious,
892,20/03/2025,B2S6,basin weeds,fail,Precious,
893,20/03/2025,B2S6,inrows,pass,Precious,
894,20/03/2025,B2S6,mowing,pass,Precious,
895,20/03/2025,B2S6,soil moisture,pass,Precious,
896,20/03/2025,B2S6,soil nutrients,pass,Precious,
897,20/03/2025,B2S6,pipes,pass,Precious,
898,20/03/2025,B2S6,pipes,partial,Precious,
899,20/03/2025,B2S6,drippers,partial,Precious,
900,20/03/2025,B2S6,leaf colour,pass,Precious,
901,20/03/2025,B2S6,plant growth,pass,Precious,
902,20/03/2025,B2S6,pruning,pass,Precious,
903,20/03/2025,B2S6,staking,pass,Precious,
904,20/03/2025,B2S6,dead plants,pass,Precious,
906,20/03/2025,B2S6,health status,pass,Precious,
908,21/03/2025,B2S8,insect pests,pass,Precious,
909,21/03/2025,B2S8,diseases,pass,Precious,
910,21/03/2025,B2S8,basin formation,pass,Precious,
911,21/03/2025,B2S8,basin weeds,fail,Precious,
912,21/03/2025,B2S8,inrows,pass,Precious,
913,21/03/2025,B2S8,mowing,fail,Precious,
914,21/03/2025,B2S8,soil moisture,pass,Precious,
915,21/03/2025,B2S8,soil nutrients,pass,Precious,
916,21/03/2025,B2S8,leaf colour,partial,Precious,
917,21/03/2025,B2S8,pipes,pass,Precious,
918,21/03/2025,B2S8,pipes,partial,Precious,
919,21/03/2025,B2S8,drippers,pass,Precious,
920,21/03/2025,B2S8,dead plants,partial,Precious,
921,21/03/2025,B2S8,plant growth,pass,Precious,
922,21/03/2025,B2S8,pruning,pass,Precious,
923,21/03/2025,B2S8,staking,pass,Precious,
925,21/03/2025,B2S8,health status,pass,Precious,
926,21/03/2025,B2S1A,insect pests,fail,Precious,some green veg bug nymhs found
927,21/03/2025,B2S1A,diseases,pass,Precious,
928,21/03/2025,B2S1A,basin formation,pass,Precious,
929,21/03/2025,B2S1A,basin weeds,fail,Precious,
930,21/03/2025,B2S1A,mowing,pass,Precious,
931,21/03/2025,B2S1A,soil moisture,pass,Precious,
932,21/03/2025,B2S1A,soil nutrients,pass,Precious,
933,21/03/2025,B2S1A,leaf colour,pass,Precious,
934,21/03/2025,B2S1A,plant growth,pass,Precious,
935,21/03/2025,B2S1A,pipes,pass,Precious,
936,21/03/2025,B2S1A,pipes,pass,Precious,
937,21/03/2025,B2S1A,drippers,pass,Precious,
938,21/03/2025,B2S1A,pruning,pass,Precious,
939,21/03/2025,B2S1A,staking,pass,Precious,
940,21/03/2025,B2S1A,dead plants,pass,Precious,
942,21/03/2025,B2S1A,health status,pass,Precious,
943,21/03/2025,B2S1B,insect pests,fail,Precious,nymhals of green veg bug found [4]
944,21/03/2025,B2S1B,diseases,pass,Precious,
945,21/03/2025,B2S1B,basin formation,pass,Precious,
946,21/03/2025,B2S1B,basin weeds,pass,Precious,
947,21/03/2025,B2S1B,inrows,pass,Precious,
949,21/03/2025,B2S1B,soil moisture,pass,Precious,
950,21/03/2025,B2S1B,pipes,pass,Precious,
951,21/03/2025,B2S1B,pipes,pass,Precious,
952,21/03/2025,B2S1B,drippers,pass,Precious,
953,21/03/2025,B2S1B,staking,pass,Precious,
954,21/03/2025,B2S1B,pruning,pass,Precious,
955,21/03/2025,B2S1B,plant growth,pass,Precious,
956,21/03/2025,B2S1B,dead plants,pass,Precious,
958,21/03/2025,B2S1B,leaf colour,pass,Precious,
959,21/03/2025,B2S1B,health status,pass,Precious,
960,24/03/2025,B2S3,insect pests,pass,Precious,
961,24/03/2025,B2S3,diseases,partial,Precious,stem canker and wounds
962,24/03/2025,B2S3,basin formation,pass,Precious,
963,24/03/2025,B2S3,basin weeds,fail,Precious,
964,24/03/2025,B2S3,inrows,partial,Precious,grass regrowth
965,24/03/2025,B2S3,mowing,pass,Precious,
966,24/03/2025,B2S3,soil moisture,pass,Precious,
967,24/03/2025,B2S3,pipes,pass,Precious,
968,24/03/2025,B2S3,pipes,partial,Precious,
969,24/03/2025,B2S3,drippers,pass,Precious,
970,24/03/2025,B2S3,staking,pass,Precious,
971,24/03/2025,B2S3,pruning,pass,Precious,
972,24/03/2025,B2S3,plant growth,pass,Precious,
973,24/03/2025,B2S3,leaf colour,pass,Precious,
974,24/03/2025,B2S3,dead plants,pass,Precious,
976,24/03/2025,B2S3,health status,partial,Precious,stem canker to be prevented with PVA and Copper
977,24/03/2025,B2S5,insect pests,pass,Precious,
978,24/03/2025,B2S5,diseases,partial,Precious,there is a soil borne diseases which lead to death of big trees.
